"zip_code_prefix","city","state","lat","lng"
"010",sao paulo,sp,-23.54660531805078,-46.641982174447385
"010",sao paulo,sp,-23.546462574239737,-46.64014529975757
"010",sao paulo,sp,-23.54989795585446,-46.63094437636323
"010",sao paulo,sp,-23.542641901465785,-46.63780794142772
"010",sao paulo,sp,-23.537019709129215,-46.63435857175824
"010",sao paulo,sp,-23.53984025062037,-46.6302639919499
"010",sao paulo,sp,-23.549083261659398,-46.63486400979368
"010",sao paulo,sp,-23.547762303364266,-46.63536053788448
"010",sao paulo,sp,-23.54885719288482,-46.64186497030983
"010",sao paulo,sp,-23.549496915344246,-46.63446769386576
"010",sao paulo,sp,-23.540983825979165,-46.64256855760085
"010",sao paulo,sp,-23.54159273604942,-46.63525058950317
"010",sao paulo,sp,-23.54639669248079,-46.643059340556235
"010",sao paulo,sp,-23.546420999999995,-46.63436151110851
"010",sao paulo,sp,-23.5439473297362,-46.63739650167344
"010",sao paulo,sp,-23.54985418067981,-46.643139396906825
"010",sao paulo,sp,-23.54186295323959,-46.630035294315356
"010",sao paulo,sp,-23.544873598101518,-46.64030309449483
"010",sao paulo,sp,-23.539147179866543,-46.635832364623674
"010",sao paulo,sp,-23.547006156818018,-46.639455459749584
"010",sao paulo,sp,-23.545165891770928,-46.643785796266464
"010",sao paulo,sp,-23.537019709129215,-46.63435857175824
"010",sao paulo,sp,-23.54693540437998,-46.63658792659698
"010",sao paulo,sp,-23.546273112412678,-46.64122516971552
"010",sao paulo,sp,-23.53784452510254,-46.634192025535214
"010",sao paulo,sp,-23.540111706359262,-46.63701681043339
"010",sao paulo,sp,-23.55223547100232,-46.6284406588955
"010",sao paulo,sp,-23.54731074271453,-46.64142302885344
"010",sao paulo,sp,-23.53975390802412,-46.64480666210705
"010",sao paulo,sp,-23.545083855675458,-46.643162794333236
"010",sao paulo,sp,-23.546081127035535,-46.64482029837157
"010",sao paulo,sp,-23.53984025062037,-46.6302639919499
"010",sao paulo,sp,-23.54204500998332,-46.64010846670315
"010",sao paulo,sp,-23.546519675543916,-46.63537497475324
"010",sao paulo,sp,-23.545368575913177,-46.64318283002467
"010",sao paulo,sp,-23.544009031363597,-46.641499354982955
"010",sao paulo,sp,-23.55001091199737,-46.63116636914989
"010",sao paulo,sp,-23.549847516244395,-46.64562246058632
"010",sao paulo,sp,-23.548942362228352,-46.6375916208613
"010",sao paulo,sp,-23.538363904524203,-46.63293009824575
"010",sao paulo,sp,-23.542303065497162,-46.64280268887412
"010",sao paulo,sp,-23.551405529008704,-46.63058033341841
"010",sao paulo,sp,-23.54693540437998,-46.63658792659698
"010",sao paulo,sp,-23.546537098534216,-46.63917496696296
"010",sao paulo,sp,-23.547448918662464,-46.64016924063704
"010",sao paulo,sp,-23.54533828642738,-46.63358224756194
"010",sao paulo,sp,-23.544986605055076,-46.63345367485142
"010",sao paulo,sp,-23.546817419095163,-46.64537999999999
"010",sao paulo,sp,-23.54599881709849,-46.640834743407
"010",sao paulo,sp,-23.545187340816042,-46.63785524104107
"010",sao paulo,sp,-23.55097799462746,-46.631848612823354
"010",sao paulo,sp,-23.546594577298162,-46.64303356647811
"010",sao paulo,sp,-23.546690486964888,-46.635446958807194
"010",sao paulo,sp,-23.54530659310986,-46.636994571065735
"010",sao paulo,sp,-23.548016567026384,-46.63455347209884
"010",sao paulo,sp,-23.53821280045007,-46.631370614490145
"010",sao paulo,sp,-23.542303065497162,-46.64280268887412
"010",sao paulo,sp,-23.544667372468112,-46.64066942714524
"010",sao paulo,sp,-23.542520789115148,-46.63533516134283
"010",sao paulo,sp,-23.551083240637045,-46.63570400444339
"010",sao paulo,sp,-23.54797349999999,-46.6334685
"010",sao paulo,sp,-23.546081127035535,-46.64482029837157
"010",sao paulo,sp,-23.547634911449112,-46.641159240637045
"010",sao paulo,sp,-23.540505663338884,-46.63541486857297
"010",sao paulo,sp,-23.546252957116764,-46.64521736309942
"010",sao paulo,sp,-23.552495528997667,-46.632059999999996
"010",sao paulo,sp,-23.552143145161256,-46.63270720967747
"010",sao paulo,sp,-23.546690486964888,-46.635446958807194
"010",sao paulo,sp,-23.548801662502175,-46.642373367043746
"010",sao paulo,sp,-23.548851827918533,-46.63120714847948
"010",sao paulo,sp,-23.54001724395527,-46.629740913122546
"010",sao paulo,sp,-23.547448918662464,-46.64016924063704
"010",sao paulo,sp,-23.53656677491485,-46.63079936594723
"010",sao paulo,sp,-23.544009031363597,-46.641499354982955
"010",sao paulo,sp,-23.54968991921072,-46.63051281086609
"010",sao paulo,sp,-23.5480135387212,-46.637097428385985
"010",sao paulo,sp,-23.541700023861782,-46.64131782056096
"010",sao paulo,sp,-23.546460394396654,-46.63409123397196
"010",sao paulo,sp,-23.552495528997667,-46.632059999999996
"010",sao paulo,sp,-23.542520789115148,-46.63533516134283
"010",sao paulo,sp,-23.548722622251763,-46.64376241424774
"010",sao paulo,sp,-23.54693540437998,-46.63658792659698
"010",sao paulo,sp,-23.54519873979251,-46.63791575103784
"010",sao paulo,sp,-23.547757368861436,-46.64035090161002
"010",sao paulo,sp,-23.54535489177092,-46.644014321801684
"010",sao paulo,sp,-23.54968991921072,-46.63051281086609
"010",sao paulo,sp,-23.549819091869107,-46.63560588995324
"010",sao paulo,sp,-23.541593762969626,-46.64189378810082
"010",sao paulo,sp,-23.54799237468981,-46.63463255343638
"010",sao paulo,sp,-23.545423791563266,-46.64006418512321
"010",sao paulo,sp,-23.549009406053422,-46.642812281839745
"010",sao paulo,sp,-23.536027749379617,-46.632878533585306
"010",sao paulo,sp,-23.541883009983316,-46.63991946670314
"010",sao paulo,sp,-23.54904445268046,-46.63518261226844
"010",sao paulo,sp,-23.54569153926945,-46.635866061486446
"010",sao paulo,sp,-23.54474047293557,-46.641129228287795
"010",sao paulo,sp,-23.543712849558617,-46.6402632336835
"010",sao paulo,sp,-23.550096635581966,-46.637934794477474
"010",sao paulo,sp,-23.550776601448405,-46.63639141479597
"010",sao paulo,sp,-23.53802389508915,-46.62946591534425
"010",sao paulo,sp,-23.545187340816042,-46.63785524104107
"010",sao paulo,sp,-23.543326183738223,-46.63336425644875
"010",sao paulo,sp,-23.55223547100232,-46.6284406588955
"010",sao paulo,sp,-23.546908131282798,-46.63939590146579
"010",sao paulo,sp,-23.542487362746506,-46.64293486717402
"010",sao paulo,sp,-23.546704599774962,-46.64033633250615
"010",sao paulo,sp,-23.54904445268046,-46.63518261226844
"010",sao paulo,sp,-23.545341492094142,-46.63558668567147
"010",sao paulo,sp,-23.54317293656554,-46.638889149783296
"010",sao paulo,sp,-23.541593762969626,-46.64189378810082
"010",sao paulo,sp,-23.5417538351319,-46.63976074078128
"010",sao paulo,sp,-23.543343,-46.637777250000006
"010",sao paulo,sp,-23.548495128772636,-46.633490627676125
"010",sao paulo,sp,-23.547307871775626,-46.634251279358246
"010",sao paulo,sp,-23.552533361648077,-46.62960898251487
"010",sao paulo,sp,-23.54981334999131,-46.63035027254893
"010",sao paulo,sp,-23.54867968581569,-46.640508851520515
"010",sao paulo,sp,-23.546081127035535,-46.64482029837157
"010",sao paulo,sp,-23.54857284791384,-46.64350528183976
"010",sao paulo,sp,-23.54552706633389,-46.63355215652955
"010",sao paulo,sp,-23.543883072998984,-46.63807493421437
"010",sao paulo,sp,-23.538399296150907,-46.632887607680814
"010",sao paulo,sp,-23.54032130474925,-46.636394815973325
"010",sao paulo,sp,-23.55073674632121,-46.64337116570483
"010",sao paulo,sp,-23.54693540437998,-46.63658792659698
"010",sao paulo,sp,-23.549283671100515,-46.631484900917506
"010",sao paulo,sp,-23.54162040605342,-46.63581283291019
"010",sao paulo,sp,-23.54857284791384,-46.64350528183976
"010",sao paulo,sp,-23.544207,-46.63628100000001
"010",sao paulo,sp,-23.544084835131898,-46.63978569372155
"010",sao paulo,sp,-23.547792310577627,-46.6405883119626
"010",sao paulo,sp,-23.538560793236705,-46.62998839148246
"010",sao paulo,sp,-23.55201590896761,-46.63093168887411
"010",sao paulo,sp,-23.5489498215419,-46.64192751526344
"010",sao paulo,sp,-23.546273112412678,-46.64122516971552
"010",sao paulo,sp,-23.547555944197693,-46.64073632445609
"010",sao paulo,sp,-23.548801662502175,-46.642373367043746
"010",sao paulo,sp,-23.546081127035535,-46.64482029837157
"010",sao paulo,sp,-23.53984025062037,-46.6302639919499
"010",sao paulo,sp,-23.53925652899767,-46.63316199708581
"010",sao paulo,sp,-23.543438228691826,-46.64406077644404
"010",sao paulo,sp,-23.538399296150907,-46.632887607680814
"010",sao paulo,sp,-23.552495528997667,-46.632059999999996
"010",sao paulo,sp,-23.540272502625726,-46.64390844295695
"010",sao paulo,sp,-23.546081127035535,-46.64482029837157
"010",sao paulo,sp,-23.546444292515563,-46.6416031999826
"010",sao paulo,sp,-23.542813739656097,-46.6376968874431
"010",sao paulo,sp,-23.54636265277865,-46.633676400917516
"010",sao paulo,sp,-23.544667372468112,-46.64066942714524
"010",sao paulo,sp,-23.5495063030758,-46.63622549584506
"010",sao paulo,sp,-23.542828083530566,-46.63939930668248
"010",sao paulo,sp,-23.546081127035535,-46.64482029837157
"010",sao paulo,sp,-23.545165891770928,-46.643785796266464
"010",sao paulo,sp,-23.550776601448405,-46.63639141479597
"010",sao paulo,sp,-23.543539449073783,-46.64057731057763
"010",sao paulo,sp,-23.54186295323959,-46.630035294315356
"010",sao paulo,sp,-23.540983825979165,-46.64256855760085
"010",sao paulo,sp,-23.544527209169786,-46.64301869646116
"010",sao paulo,sp,-23.54533828642738,-46.63358224756194
"010",sao paulo,sp,-23.546420999999995,-46.63436151110851
"010",sao paulo,sp,-23.54575827921402,-46.64319019124005
"010",sao paulo,sp,-23.551387491805688,-46.631432373708854
"010",sao paulo,sp,-23.54357074493623,-46.6320114590571
"010",sao paulo,sp,-23.546081127035535,-46.64482029837157
"010",sao paulo,sp,-23.549177399388316,-46.63863497209885
"010",sao paulo,sp,-23.549565059120532,-46.634439331669455
"010",sao paulo,sp,-23.54969829946912,-46.63390859285005
"010",sao paulo,sp,-23.54985418067981,-46.643139396906825
"010",sao paulo,sp,-23.551854317790983,-46.62920011656761
"010",sao paulo,sp,-23.55254746378896,-46.63015102553521
"010",sao paulo,sp,-23.540392813203358,-46.631224435195314
"010",sao paulo,sp,-23.544631844566954,-46.63393720301238
"010",sao paulo,sp,-23.5417538351319,-46.63976074078128
"010",sao paulo,sp,-23.547378373853096,-46.63881261379765
"010",sao paulo,sp,-23.549433308067456,-46.64461567513988
"010",sao paulo,sp,-23.546081127035535,-46.64482029837157
"010",sao paulo,sp,-23.542487362746506,-46.64293486717402
"010",sao paulo,sp,-23.54283887399732,-46.63483409602405
"010",sao paulo,sp,-23.547052131282804,-46.639477959749584
"010",sao paulo,sp,-23.540176426812717,-46.64415913591924
"010",sao paulo,sp,-23.55064182209015,-46.634409790322515
"010",sao paulo,sp,-23.53925652899767,-46.633440525535235
"010",sao paulo,sp,-23.546817419095163,-46.64537999999999
"010",sao paulo,sp,-23.54918138051819,-46.63482185844542
"010",sao paulo,sp,-23.546568342489486,-46.63253304968545
"010",sao paulo,sp,-23.544826346129778,-46.63086956396899
"010",sao paulo,sp,-23.53784352899767,-46.63670327699231
"010",sao paulo,sp,-23.546081127035535,-46.64482029837157
"010",sao paulo,sp,-23.547837310577627,-46.64099781196259
"010",sao paulo,sp,-23.54676158651283,-46.63345484931019
"010",sao paulo,sp,-23.540272502625726,-46.64390844295695
"010",sao paulo,sp,-23.552494470713864,-46.631394
"010",sao paulo,sp,-23.54216079751304,-46.64021586973161
"010",sao paulo,sp,-23.545361513938836,-46.6346895341229
"010",sao paulo,sp,-23.541700023861782,-46.64131782056096
"010",sao paulo,sp,-23.545100693029053,-46.64157805482135
"010",sao paulo,sp,-23.544412878988982,-46.63251708298231
"010",sao paulo,sp,-23.552482452132203,-46.62938955675458
"010",sao paulo,sp,-23.54711381127012,-46.64569331848347
"010",sao paulo,sp,-23.54904445268046,-46.63518261226844
"010",sao paulo,sp,-23.545158119337575,-46.64387963434121
"010",sao paulo,sp,-23.53778976963473,-46.63043882598531
"010",sao paulo,sp,-23.550357583126537,-46.63738264071787
"010",sao paulo,sp,-23.545368575913177,-46.64318283002467
"010",sao paulo,sp,-23.545570662502175,-46.643070783224715
"010",sao paulo,sp,-23.53805926617227,-46.63596154951257
"010",sao paulo,sp,-23.54896235221301,-46.64394260407413
"010",sao paulo,sp,-23.54481303802871,-46.63517842186512
"010",sao paulo,sp,-23.544631844566954,-46.63393720301238
"010",sao paulo,sp,-23.550776601448405,-46.63639141479597
"010",sao paulo,sp,-23.545561222863455,-46.640338742166264
"010",sao paulo,sp,-23.543825637515205,-46.637489965577984
"010",sao paulo,sp,-23.544873598101518,-46.64030309449483
"010",sao paulo,sp,-23.545519993623355,-46.64155460090015
"010",sao paulo,sp,-23.54976291539134,-46.63610028661863
"010",sao paulo,sp,-23.546420999999995,-46.63436151110851
"010",sao paulo,sp,-23.548495128772636,-46.633490627676125
"010",sao paulo,sp,-23.548755593946588,-46.642789203733535
"010",sao paulo,sp,-23.540654472935568,-46.62894329724743
"010",sao paulo,sp,-23.54577819732822,-46.64064024216627
"010",sao paulo,sp,-23.544176196779958,-46.63217303372952
"010",sao paulo,sp,-23.53657098695826,-46.6341731724855
"010",sao paulo,sp,-23.548723167349607,-46.64160299584504
"010",sao paulo,sp,-23.54349553981771,-46.640523678313876
"010",sao paulo,sp,-23.54160305551385,-46.639215518870124
"010",sao paulo,sp,-23.540204555658082,-46.644147057043064
"010",sao paulo,sp,-23.544739372468115,-46.640588427145246
"010",sao paulo,sp,-23.544899811818368,-46.63375772133423
"010",sao paulo,sp,-23.547448918662464,-46.64016924063704
"010",sao paulo,sp,-23.548339277829033,-46.63800653788448
"010",sao paulo,sp,-23.54639669248079,-46.643059340556235
"010",sao paulo,sp,-23.549399371083133,-46.63101768096826
"010",sao paulo,sp,-23.547119249235397,-46.634232699405686
"010",sao paulo,sp,-23.540035348866123,-46.63590402178432
"010",sao paulo,sp,-23.54891736303305,-46.642520665704815
"010",sao paulo,sp,-23.544899811818368,-46.63375772133423
"010",sao paulo,sp,-23.552495528997667,-46.632059999999996
"010",sao paulo,sp,-23.54489962363675,-46.640276094494844
"010",sao paulo,sp,-23.539167607276784,-46.63524162031853
"010",sao paulo,sp,-23.541389521053937,-46.629899087812184
"010",sao paulo,sp,-23.536859249235395,-46.635793333342896
"010",sao paulo,sp,-23.549009406053422,-46.642812281839745
"010",sao paulo,sp,-23.54909870413756,-46.63584104801203
"010",sao paulo,sp,-23.547634911449112,-46.641159240637045
"010",sao paulo,sp,-23.53652807216227,-46.633023105459124
"010",sao paulo,sp,-23.546690486964888,-46.635446958807194
"010",sao paulo,sp,-23.552391091032398,-46.62960278559065
"010",sao paulo,sp,-23.545731279214017,-46.64319919124003
"010",sao paulo,sp,-23.550698567026377,-46.63537055343637
"010",sao paulo,sp,-23.543539449073783,-46.64057731057763
"010",sao paulo,sp,-23.547806958346342,-46.63612181853806
"010",sao paulo,sp,-23.539819023861785,-46.63696720497428
"010",sao paulo,sp,-23.550698567026377,-46.63537055343637
"010",sao paulo,sp,-23.544736721622694,-46.64226379961334
"010",sao paulo,sp,-23.546723374689815,-46.6402811858157
"010",sao paulo,sp,-23.547215717345587,-46.63338619272009
"010",sao paulo,sp,-23.546940580846673,-46.633311921420805
"010",sao paulo,sp,-23.545394591176624,-46.63971870122335
"010",sao paulo,sp,-23.546844062727214,-46.640628455594644
"010",sao paulo,sp,-23.53784452510254,-46.634192025535214
"010",sao paulo,sp,-23.55223547100232,-46.6284406588955
"010",sao paulo,sp,-23.5439473297362,-46.63739650167344
"010",sao paulo,sp,-23.542520789115148,-46.63533516134283
"010",sao paulo,sp,-23.54320753981771,-46.64090617831388
"010",sao paulo,sp,-23.545368575913177,-46.64318283002467
"010",sao paulo,sp,-23.55092535858965,-46.63591116180967
"010",sao paulo,sp,-23.538895356079482,-46.63545499624909
"010",sao paulo,sp,-23.546774768769353,-46.64251431141433
"010",sao paulo,sp,-23.551387491805688,-46.631432373708854
"010",sao paulo,sp,-23.54981334999131,-46.63035027254893
"010",sao paulo,sp,-23.540914236193654,-46.63213975243804
"010",sao paulo,sp,-23.547448918662464,-46.64016924063704
"010",sao paulo,sp,-23.54349553981771,-46.640523678313876
"010",sao paulo,sp,-23.548031800450076,-46.63357615958799
"010",sao paulo,sp,-23.5489498215419,-46.64192751526344
"010",sao paulo,sp,-23.546496164031378,-46.63345994991051
"010",sao paulo,sp,-23.544086196779958,-46.63215953372953
"010",sao paulo,sp,-23.546444292515563,-46.6416031999826
"010",sao paulo,sp,-23.546656718016017,-46.64078762115524
"010",sao paulo,sp,-23.552495528997667,-46.632059999999996
"010",sao paulo,sp,-23.5417538351319,-46.63976074078128
"010",sao paulo,sp,-23.545625699694156,-46.63354191520002
"010",sao paulo,sp,-23.54985418067981,-46.643139396906825
"010",sao paulo,sp,-23.547792310577627,-46.6405883119626
"010",sao paulo,sp,-23.547639550320632,-46.63603162315495
"010",sao paulo,sp,-23.545884279214015,-46.643163191240035
"010",sao paulo,sp,-23.54040852242101,-46.63149317466289
"010",sao paulo,sp,-23.540549165964627,-46.63807798196659
"010",sao paulo,sp,-23.5504842536788,-46.63570293588782
"010",sao paulo,sp,-23.546923208436723,-46.6342636964915
"010",sao paulo,sp,-23.541774190746672,-46.64113409905169
"010",sao paulo,sp,-23.550765432973616,-46.635323406601664
"010",sao paulo,sp,-23.54985418067981,-46.643139396906825
"010",sao paulo,sp,-23.548723167349607,-46.64160299584504
"010",sao paulo,sp,-23.54718811601936,-46.639588390501515
"010",sao paulo,sp,-23.54032130474925,-46.636394815973325
"010",sao paulo,sp,-23.548851827918533,-46.63120714847948
"010",sao paulo,sp,-23.54535489177092,-46.644014321801684
"010",sao paulo,sp,-23.54900820122337,-46.63452647668646
"010",sao paulo,sp,-23.546340513734233,-46.636238503202634
"010",sao paulo,sp,-23.540159399936574,-46.63548454731953
"010",sao paulo,sp,-23.545047855675463,-46.64317276879801
"010",sao paulo,sp,-23.545435222863446,-46.64016774216627
"010",sao paulo,sp,-23.548758390789974,-46.6384109454671
"010",sao paulo,sp,-23.54985418067981,-46.643139396906825
"010",sao paulo,sp,-23.54317293656554,-46.638889149783296
"010",sao paulo,sp,-23.543308492339513,-46.63846917609737
"010",sao paulo,sp,-23.543774559813013,-46.64177212614691
"010",sao paulo,sp,-23.544734636418685,-46.64252349042071
"010",sao paulo,sp,-23.546340513734233,-46.636238503202634
"010",sao paulo,sp,-23.5495063030758,-46.63622549584506
"010",sao paulo,sp,-23.542303065497162,-46.64280268887412
"010",sao paulo,sp,-23.546167438253743,-46.638926759911215
"010",sao paulo,sp,-23.546453343326203,-46.63394723397195
"010",sao paulo,sp,-23.540384691932537,-46.63746629211154
"010",sao paulo,sp,-23.537313618096828,-46.63302994561133
"010",sao paulo,sp,-23.549009406053422,-46.642812281839745
"010",sao paulo,sp,-23.546444292515563,-46.6416031999826
"010",sao paulo,sp,-23.537946206763287,-46.63220455023373
"010",sao paulo,sp,-23.5489498215419,-46.64192751526344
"010",sao paulo,sp,-23.546093374689814,-46.639759185815684
"010",sao paulo,sp,-23.542828083530566,-46.63939930668248
"010",sao paulo,sp,-23.546081127035535,-46.64482029837157
"010",sao paulo,sp,-23.54612896641469,-46.64295148361138
"010",sao paulo,sp,-23.539425401610018,-46.63342428573489
"010",sao paulo,sp,-23.552549496537548,-46.63163152553523
"010",sao paulo,sp,-23.54032130474925,-46.636394815973325
"010",sao paulo,sp,-23.551336655288804,-46.63402699777831
"010",sao paulo,sp,-23.542520789115148,-46.63533516134283
"010",sao paulo,sp,-23.543712849558617,-46.6402632336835
"010",sao paulo,sp,-23.545884279214015,-46.643163191240035
"010",sao paulo,sp,-23.538046096860775,-46.63465884583635
"010",sao paulo,sp,-23.548693672773947,-46.6426861187893
"010",sao paulo,sp,-23.541777387183288,-46.63065304010618
"010",sao paulo,sp,-23.54189541355524,-46.6410738923192
"010",sao paulo,sp,-23.543769055769133,-46.63427784085132
"010",sao paulo,sp,-23.5439473297362,-46.63739650167344
"010",sao paulo,sp,-23.537649709129216,-46.63454060450681
"010",sao paulo,sp,-23.546081127035535,-46.64482029837157
"010",sao paulo,sp,-23.552151883432384,-46.63080224715792
