order_id,installments,sequential,payment_type,value
d1d15087b5b6001c433a67a1cb6e7721,1,1,credit_card,58.98
78b271a8afaace85021c40cf6adb61a2,8,1,credit_card,105.24
2795350755677534a1d505e8148829a6,2,1,credit_card,53.45
3f72d2b757e725cd48a4726f831c7789,10,1,credit_card,267.49
711b9be9c346d9ecdb9d38a5e1e7e39b,10,1,credit_card,202.77
4d66b3a9d12facad48a3b23cc9fe7898,1,1,credit_card,107.41
22613579f7d11cc59c4347526fc3c79e,10,1,credit_card,398.12
15873a94a16586b206245f2325cfb288,2,1,credit_card,43.5
7033745709b7cf1bac7d2533663592de,4,1,credit_card,111.51
35d3a51724a47ef1d0b89911e39cc4ff,1,1,boleto,62.33
5cb8558cbb7c0c2f00f43468579d3e3c,1,1,boleto,40.15
51725d3e4bdfc97e28b40543310da8a3,7,1,credit_card,149.54
51725d3e4bdfc97e28b40543310da8a3,7,1,credit_card,149.54
5a41d5749f83bb9bd614c421809af6e4,1,1,boleto,40.15
cd1b719d70631f8028fc6bfbb35662a2,3,1,credit_card,94.22
01e65fcb37974440dd1ea46ecc7c96ab,4,1,credit_card,59.57
bb20133003cdf11d536d92759a7b1bf1,4,1,credit_card,212.97
70ffdf594d9f10774b05b0e2f55b0eac,1,1,credit_card,32.13
62a4fdf762d5c41efd4bb2418f236e9f,2,1,credit_card,138.84
5299168f293614ebdf644213acb4fc81,4,1,credit_card,84.97
2f520e2f27c337cb3548a2c60a039a87,1,1,credit_card,37.4
05dcccf2e3ea07b4abbd8fc5bef9ae4f,1,1,boleto,137.34
4fb04008f96cb74d5bd6bbc8600cb3fa,1,1,credit_card,24.17
32a2c69f3fcfde2469a6a58177e6666d,5,1,credit_card,160.0
d07f7bbaf053a22ad8fc6d67c75a53da,3,1,credit_card,597.39
d1eb8e4e276a4eea13a5c462c0765e60,1,1,boleto,40.79
3ff4ad5073b5067cf56cf5791f5c9c46,1,1,boleto,76.47
5cc475c7c03290048eb2e742cd64cb5e,1,1,boleto,82.69
8b388d845a3e8700444b971fa2bef902,1,1,boleto,108.84
8b388d845a3e8700444b971fa2bef902,1,1,boleto,108.84
71b725ecf0efc07cbfb6fbc0d5f894af,2,1,credit_card,108.42
510e495e022ad661f7009aa936d85504,4,1,credit_card,88.05
509b25c7dff5347eefdadb14488a1272,2,1,credit_card,84.97
d4c071e246a433576b44b7f37bb78d1d,1,1,credit_card,139.95
03b05264a895fa8cc29044c50268c76b,4,1,credit_card,388.62
e2f3c7e1b21caac37640469c0dfa795d,1,1,credit_card,43.22
0b2099ed13cfc373747c4109bd43269e,8,1,credit_card,340.81
33fc60c6e27e2f4a0c98e95b5c0bceb9,2,1,credit_card,193.86
b16a0a54621c28b6ada46836c409d2a0,1,1,credit_card,109.79
438002557b0a579c8ac15486c9512458,2,1,credit_card,117.36
444c472b2b258245c29715a5c9151a87,1,1,boleto,151.39
67739514a8f9f4b4e6c83e85454e155d,3,1,credit_card,93.19
967db5f3346f72b076dd930a134c2f65,7,1,credit_card,70.89
e9723774010717e2556270319bd53cee,2,1,credit_card,35.42
e6080a471f4c8a888780b01522f7291a,1,1,boleto,37.69
63915c7beb1633eda8d3a53fb5db2f5e,1,1,credit_card,82.72
892def61ca6eacc74b4df9d6f8201b98,1,1,boleto,85.81
adf766a719fd52b485fa2127fa0dd9a7,2,1,credit_card,206.56
ffcbff09f97f9f235477f475a55b63dd,2,1,credit_card,67.57
58ac1c54642f410d989bfe8b890f4b1e,3,1,credit_card,142.07
20e871f0177ed08afbde20c48b9ab83e,1,1,credit_card,32.37
e84d5891b73ff5dc2811ab474604df9c,4,1,credit_card,90.18
8184ef959aab18342a4a3d390c039b41,10,1,credit_card,209.42
bcbc0973414b1dd97555e6f8e9713cfa,3,1,credit_card,383.24
bcbc0973414b1dd97555e6f8e9713cfa,3,1,credit_card,383.24
bcbc0973414b1dd97555e6f8e9713cfa,3,1,credit_card,383.24
bcbc0973414b1dd97555e6f8e9713cfa,3,1,credit_card,383.24
e651a739da2b3e4cf188620d6a0785c7,10,1,credit_card,261.37
cbbb524a0e1646aa6cf7a3c0bbe517ad,1,1,boleto,95.58
782f2d12679ca6742ba54522ca6d0cfe,1,1,boleto,111.96
872118e2f96632efd6adae3fd5e3885e,8,1,credit_card,118.29
c23ef0b7332bb9b0b8e3ae45346a364f,6,1,credit_card,439.51
9f20e8512dd4ade402b8a1a7ca4b43d8,2,1,credit_card,167.14
e2eaf909eb6ba881117aa407992a5ffb,1,1,boleto,115.22
ba8f5f6ccc272ef699a870b21ca9f9cf,1,1,boleto,103.63
f7138b2d4f11ebaff3e3f6d37f67326d,8,1,credit_card,100.8
c8f940fbc25bac4ef4c6c97047d59899,1,1,credit_card,122.43
6248558af11709756b658f25195656ce,4,1,credit_card,203.91
b3b0a37f3dbb5eaa08bb008a351e738f,5,1,credit_card,137.93
adc2f0c9fd838d820339f8220c1adf08,1,1,credit_card,0.69
adc2f0c9fd838d820339f8220c1adf08,1,2,voucher,30.0
b4ce1de8ed580189cfd7b98634963191,10,1,credit_card,128.9
bbed43d93838be47e3a0b194063660e2,8,1,credit_card,83.06
2dd30e05504d2714a28029f29ea95d80,1,1,debit_card,141.78
5866b1399cd563eccb6a72368c9a04ef,1,1,credit_card,161.7
4e4b558e89e904e0f1b7f8de516cf529,1,1,boleto,59.16
357651db5a21e46189aa19062c1768cf,1,1,credit_card,547.16
357651db5a21e46189aa19062c1768cf,1,1,credit_card,547.16
67df019d84e04f3b626f8ede2dce4517,1,1,boleto,148.71
57a76eb57b2b07ca901b3c6c3d915868,1,1,credit_card,41.01
6e4008bddce63615856554f94e5233db,1,1,credit_card,139.41
26cfd65b36b9c0aee9c39fe9d485c63b,1,1,credit_card,101.38
1f8fd5fe13ced0df2d9b93995534e59e,5,1,credit_card,136.95
fe2241051556b818dbe67c06d7fd7325,2,1,credit_card,58.93
ab208b143122e9e71bd46dbe322baf85,3,1,credit_card,32.63
9eb31584bf04e05209a5c55ad58e97a8,1,1,boleto,102.48
fa9b87fd80f047ab5016c45aa05fd748,3,1,credit_card,73.49
36b998e9220e03a883cfef52f0c3e752,5,1,credit_card,128.36
4f2442230a76a320fd737ce6d4f75b58,5,1,credit_card,143.89
f19173015566f0318e6e12ea9dc36b11,1,1,debit_card,85.3
951a3b0bddc982fd3b68bd639daf4f1e,1,1,boleto,48.11
377fd6b04bda10a4cc4e37e0adbf1706,1,1,boleto,115.46
47cdb12caf2067098633bc9a0d3679f7,2,1,credit_card,144.99
7ffb2f75de37b73b297a0923735af96a,1,1,credit_card,53.48
0a0e76ba55e310fd24657a1f532b97c1,8,1,credit_card,206.98
35b7d83c8629ba8d0f718d9d293cf436,8,1,credit_card,179.22
25d0b5f3b18171a316c74039473013aa,1,1,boleto,196.01
25d0b5f3b18171a316c74039473013aa,1,1,boleto,196.01
75cc8be87251cc3d4ee9d356b87be342,1,1,credit_card,193.11
44d98bb27fef49109825c7e2f68d0b46,1,1,boleto,197.58
a6c198c8e63125ae81a291223605c872,1,1,credit_card,92.79
c5124e0d43363b8b64360862edda2841,1,1,voucher,42.77
9a25c08c06aba05e3e4e957ba3e8875e,7,1,credit_card,149.46
9a25c08c06aba05e3e4e957ba3e8875e,7,1,credit_card,149.46
b53a5ae7a42c37159e3cc26b92174246,1,1,boleto,63.83
c71f8542d826bbd94b36b4c4a34a3f31,2,1,credit_card,140.47
7136f468c81a1b88c3bd16426482d4af,2,1,credit_card,213.76
942166960227560880555cbda89df663,1,1,boleto,108.29
805136654c9fdc6963e74980ba0400be,1,1,credit_card,65.41
80ef3cee33c2462dc72f8938e980a03e,1,1,credit_card,36.28
0dfa1a2ce4218fe50a09559609703829,8,1,credit_card,378.04
a9d3d5644ade0a1e4724dbb4df266a21,1,1,credit_card,42.78
20556d7cc30f88d2214378071e87e777,3,1,credit_card,110.13
5c60e0acc55b9be3aff8c16433a37291,6,1,credit_card,91.23
62b134f6580231f5bf280f239b6f8ec7,3,1,credit_card,166.9
92b44b87f1f7670b8911c5f0e642435e,1,1,boleto,161.65
25ef04157f7c1657e2d30bc31778f0ba,4,1,credit_card,42.26
3c042ee4b8b597c3d265a93a21bbf99f,8,1,credit_card,632.23
82b28653c35c4b055f9bdfe53cb08769,1,1,credit_card,144.43
3ecaa8212e4afe6b832d77f3d19a4932,1,1,credit_card,228.94
01882618ede11253381513166b49429e,1,1,credit_card,48.21
375cac2dc9db7c495d263f0ae70492d1,1,1,credit_card,23.18
375cac2dc9db7c495d263f0ae70492d1,1,1,credit_card,23.18
375cac2dc9db7c495d263f0ae70492d1,1,2,voucher,58.38
375cac2dc9db7c495d263f0ae70492d1,1,2,voucher,58.38
375cac2dc9db7c495d263f0ae70492d1,1,3,voucher,116.76
375cac2dc9db7c495d263f0ae70492d1,1,3,voucher,116.76
13831f5b4e64bcef58f4a1b4cc8748d4,1,1,credit_card,174.19
2c6017cac50e6be76810bbe9af615005,6,1,credit_card,69.53
2543c6a3c6b09c5f720768e3d6f464d8,1,1,credit_card,47.0
3b729521034317529479f3501a6bd163,1,1,boleto,32.65
2927bfd9342aab183f5fe48c4a8a397d,1,1,credit_card,119.79
dbc6163631edab2e963462a16fbd7e8d,5,1,credit_card,132.49
98750f114ae6088d04ea0d3cfe3f137f,1,1,boleto,24.52
ad1aeeb1a99c9f021e38a49865bb812c,1,1,boleto,625.2
ce8bb96fcab1e3ae16aa9d643af7823b,1,1,boleto,93.44
78f81c84d04ab0a58be8af19dcd398bc,1,1,boleto,50.55
4a8623cbfbe2fce9d65243a86a12032c,2,1,credit_card,54.25
662618fd77de9d0622e40f9331c824ee,6,1,credit_card,385.16
4712f6cb6faa0cd3300b203ecac695d8,1,1,credit_card,91.23
d91366f0d8e5da2e2833a21f42f67cd2,1,1,credit_card,62.0
7ec3006ab91bec3ac4ff2012d50fd8ee,1,1,debit_card,99.81
6203f1832e8c19ac0e3aa440f03bbbd9,6,1,credit_card,191.79
d6b59aff700e82a5581e74b3856fbaab,1,1,credit_card,43.2
e0b796e91c3dd1967be0b2060daf7c3d,1,1,credit_card,40.19
b0892304bad7b5070e7e4f594a7d7247,5,1,credit_card,101.85
ea8adc9405006d55bd2b2a011839cebc,1,1,credit_card,32.45
731ea3bac06d078bf924304aa322497e,1,1,credit_card,65.79
7ea918eecc7d42b7125eb53adb8d7dcf,6,1,credit_card,67.25
7ea918eecc7d42b7125eb53adb8d7dcf,1,2,credit_card,1.19
f530947740490d11f27fde40390664a1,10,1,credit_card,193.16
2bd89418bfd8a172006779a0c55e0dca,1,1,boleto,88.86
20f5fa44e1f3c636f8a26b6935741d1d,10,1,credit_card,745.06
12625f0705c315d1ceb8017719f76deb,3,1,credit_card,98.83
7c343c55106fb8c4231fdc69309922c5,1,1,debit_card,43.25
1124fac3e156dac185e6339f2677276f,8,1,credit_card,341.47
92711cde6870c08496d39a9338436cbd,1,1,debit_card,68.27
ce1a83a4a752fd3587e89fde5d7e3f06,21,1,credit_card,218.02
40e4b27fe658a1c1e627e503b29ef734,8,1,credit_card,95.37
fcf015e6b6e0c5ef038499b523c1dc81,1,1,boleto,154.58
7bfdead2ca748ae4d5874a317ccc98f5,2,1,credit_card,132.85
9b4273d87d5b3b0168120dd79364a4c2,3,1,credit_card,90.37
5f85911442b57cd7a3f45e49ef2a7071,1,1,boleto,149.91
b31639213c9607f731411670a15dd298,1,1,boleto,130.62
f8d6210c042e89b7c00aca1cb020865f,1,1,boleto,177.2
5da2004d85f2828349d887c989da2adc,1,1,boleto,34.42
b98b18448374daf4024066126d68959c,1,1,boleto,206.59
d056802d849e911d167e2bf20b4572ef,1,1,credit_card,150.06
e17d657a341ae59e4f5309b8c0da4844,3,1,credit_card,50.56
584c3cba2312a3175c33e17773ae3ecd,6,1,credit_card,139.88
6b6e94314b51fb34f0f7724250d70914,4,1,credit_card,183.25
b79f777fc9a52c6031cb2abfeeca2f3c,1,1,credit_card,44.91
a746676afc3ddd3d556c63c422b71db0,2,1,credit_card,149.9
7a36fa82d4bcff7d936c10be470b9c8e,1,1,boleto,42.77
459bdc32cfc768ec23bf0c9673881b80,2,1,credit_card,49.42
d89d81a33083a4f6c0c391c41dda1df0,1,1,boleto,42.43
69cfd0085a99f71462ab29621ace3b7e,1,1,boleto,57.6
08f27a5ffb706cb79c10365101fe6791,4,1,credit_card,181.68
7f9452c3eadefff7f345a339489937ef,6,1,credit_card,160.02
b6df6117e870355aa47bbeb17ad90a84,2,1,credit_card,256.85
1d222a79c52e6232d1c58e3211a4abd3,1,1,credit_card,118.29
f6222b0551b7a86b06483e58df64df89,3,1,credit_card,176.94
e8e92186741794a0da48d868267ce635,6,1,credit_card,280.86
1dc1a1e530ccf4da96b6b27494cd652f,8,1,credit_card,345.4
99c7028b41234ebb47c132aa3c6a1b47,1,1,credit_card,101.68
31224db447eb89225931c814b5997c2a,1,1,credit_card,42.07
c12dc1b88c47c377eecc9384a4b1c7bb,10,1,credit_card,140.92
330e33c1447ae3b325c4d6e64302523a,8,1,credit_card,130.05
04dbc8d27bc4a29787bbaf068607aa76,4,1,credit_card,115.08
9cfa13a566f8072bb6af2c225db04e5f,1,1,boleto,57.23
0fc481fb4f7b5dd819f389860f8ef883,3,1,credit_card,183.83
b5aa6713fbc32faa22c3c4809e3b482a,1,1,boleto,739.64
533428aeddc30e69b36ed49bec8105cc,10,1,credit_card,561.91
93c693e5666bfb5696108a8466b25492,5,1,credit_card,292.28
93c693e5666bfb5696108a8466b25492,5,1,credit_card,292.28
d07eb49bfbcb93837efad41dde4d4363,8,1,credit_card,389.34
6608dedffe265d58b1f3d36456c0cd1c,1,1,credit_card,57.38
354fa109f2f8c98606b21722fc02433f,1,1,credit_card,80.54
852f03ee94e792bd908883a245f246a1,1,1,boleto,24.78
855ec4587140df881b3d49b3b6a067f9,1,1,credit_card,55.35
80da866a2f8257c4878f249ffa36390f,5,1,credit_card,58.89
466fa6875c92ccd8425b0a91a8d1a771,1,1,credit_card,434.98
56807014e963f2bdea45fd8054c325b8,1,1,boleto,113.42
14e6e050a57912543937e93051cc7b2c,1,1,credit_card,68.63
9bfaaf8b4bd63a4e7f55e21c481f7bd7,1,1,boleto,168.5
a3935e4485cd7848426b3c0761728345,8,1,credit_card,168.75
329818399e3d2636cd3618c0f52954eb,8,1,credit_card,115.65
c6f232800bcc02894a679417a1a93822,1,1,debit_card,404.44
d0fc18b01244d3a08b0fd12deede8201,1,1,boleto,129.16
68fc3349052b3d852d633cc13c7087ef,1,1,boleto,40.95
c9b6d3536c7e92482f7fb1a70122ac8d,1,1,boleto,124.82
03b71b26d3bcfadb79bacaaa45af140f,1,1,credit_card,51.23
1dfe1249fb9a3871f918c37f1e5f68a6,2,1,credit_card,82.51
1dfe1249fb9a3871f918c37f1e5f68a6,1,2,voucher,41.03
8dc613c1943d2e6cd8f023c014f6e8ba,2,1,credit_card,29.31
871eacc5e01425943ac0b26298b0b899,10,1,credit_card,162.44
e37b1a419118a1a7e98165774406af3b,1,1,credit_card,113.8
886e9aa900cc918c87009fa3bbb3a493,1,1,credit_card,37.26
3ebc89671e73c92c14dfd3e9d6af7bda,1,1,credit_card,302.1
13d29c81dfe802a8775d496899842494,1,1,boleto,76.51
9fc337cde195322dd70f52cb99c3b485,8,1,credit_card,218.03
0625530241d6fc5812c0062962c29a7e,7,1,credit_card,167.14
5a9091e3b6449a23c5b751f426945acd,3,1,credit_card,42.5
d2f2ce56e25363753d572f7b705070bb,4,1,credit_card,123.73
8ca70e505168756dec9e72c3455e0aff,1,1,credit_card,92.79
b13d41f7f58e83efb42dde0657777b9e,1,1,boleto,247.83
a8c02875c8391d968525088da5fce5a6,1,1,boleto,1626.65
e8f5f9fb65db20f08e707adec28407c9,1,1,debit_card,608.2
46ac11dfb657fb82eed780478f2936c7,2,1,credit_card,116.99
0ff22bde315f6d0807028be76d9e736d,1,1,boleto,74.51
49d34a312df8ec2a1cc169ddceb3fbbb,6,1,credit_card,127.56
44afdead0a4847504ae987307b27e1cd,7,1,credit_card,73.59
b2c320c0cf7961caecc4a7612d3f8ece,1,1,boleto,64.43
2f54db7250b3463f57049dc32ce4ff93,1,1,credit_card,117.9
03a120e1c4f11e474e378db31b8d92a1,10,1,credit_card,1291.52
f2a1af876af4cb4f519e68771bd48b21,1,1,boleto,104.93
566bd20ab298b6bf2a27edc5084545d9,5,1,credit_card,131.69
f538ab1833873a6a10bf9e563867c4cc,2,1,credit_card,62.65
a26ec23c0660e247f2c3af53bc311c26,2,1,credit_card,51.57
cfb27c26476975225263b55ce04d8aed,3,1,credit_card,340.24
4fbaaba9d91872cc7286e3475e6d6699,1,1,credit_card,187.22
8c5318153ba4cd0a91405a8733338fa4,3,1,credit_card,98.35
deee77046bea0f4cc507042f414ebf3b,1,1,credit_card,108.7
1410f928a09df7f4acb6c08de496be5c,1,1,boleto,68.96
01efe0209a92b2f21f6e0edee4bd4eb6,9,1,credit_card,96.65
3c843728a555b7e433f4a128b82d6740,3,1,credit_card,156.19
465e35e9d79f4b18d9c506b78cf86c62,3,1,credit_card,107.72
099d62f80912acec8ebfabeed29585cf,1,1,credit_card,54.34
9d7c270246c601435fc4dcf1b8155b5b,1,1,voucher,209.46
9d7c270246c601435fc4dcf1b8155b5b,1,1,voucher,209.46
9d7c270246c601435fc4dcf1b8155b5b,1,2,voucher,25.19
9d7c270246c601435fc4dcf1b8155b5b,1,2,voucher,25.19
6c60d6a1d21737792c67b2b5dcafcf66,1,1,credit_card,43.25
9f1f4298eb86760704a8e1b2cd1d4ac0,1,1,credit_card,81.56
0f85018189a449d3862a321ce60426f1,1,1,credit_card,67.32
8c087c6d26ead63e81650f7a9f6ea1cf,1,1,boleto,37.69
80f580f08ad5b4ec4d0939d648c28c9d,4,1,credit_card,68.63
77197d80101ec8ad66a1e174eea411e4,4,1,credit_card,164.5
aee1b34c337eca6a5a11cfa4c8ba160b,1,1,boleto,18.29
f31853a4f30d4851c847e4494663e749,1,1,debit_card,176.23
35b8e54d765e6b217e2dc5ab34f6b323,1,1,boleto,218.87
35b8e54d765e6b217e2dc5ab34f6b323,1,1,boleto,218.87
35b8e54d765e6b217e2dc5ab34f6b323,1,1,boleto,218.87
35b8e54d765e6b217e2dc5ab34f6b323,1,1,boleto,218.87
54bb06e1ca86bd99ee2a8d6288bf4ede,1,1,credit_card,90.23
bed839d2784e740f876da4ff6fb4500a,1,1,debit_card,91.23
b07bd6d2317297a22b80a9836b464d59,1,1,credit_card,474.99
d0b7e763d0e6a967ce3eab75dd63f912,2,1,credit_card,72.72
f076a5413ceb70ef547e40c1392c69e8,2,1,credit_card,147.7
8c94559e61eb9ace005f5a8fad7c44d2,1,1,boleto,83.15
84135f650b81a3dad8babdef22952b7f,1,1,credit_card,579.93
43f32fa8b0b6eaf74033bdb392a481a7,1,1,boleto,186.47
554647072788557163baf06383119edb,1,1,credit_card,62.65
d12bc53f5678ff02dd4b2e82bae44705,5,1,credit_card,256.59
d949d4dcea6ae27ff040b9f9f40fac7a,1,1,boleto,55.28
414d017aec7424bacf70441cc7f82e0f,1,2,debit_card,139.13
20887fa4e0df7ed8c8d252ec5e9d4551,4,1,credit_card,250.76
b7af6b8813fa3bb23a67f2fd8284db1e,5,1,credit_card,340.47
d93ef0caa7a160caec60b4d6833415a6,1,1,credit_card,136.62
d41e97a225fbac25a0a54dda976cd7b7,1,2,debit_card,207.46
29667756c1c215acb0eb87fa48bde75f,2,1,credit_card,76.74
57877cee20b0b56f383bcec5069c48c8,2,1,credit_card,359.17
af98e1e5421477499fbe040966fcfa0b,4,1,credit_card,118.29
4ccf494c1297212b33087b89e63355ec,2,1,credit_card,108.88
174c5236b451c81720a61b270bbe4b67,2,1,credit_card,247.74
0113c9989fe6e5007795daec0633b405,1,1,credit_card,128.88
67bef6e92b5be551d1aaaf3898096c83,5,1,credit_card,54.55
aad88050b26c8f49d2bd3c87af5b7b19,1,1,boleto,132.49
3a754517595e1905291c4efb0c6bc37e,1,1,credit_card,34.94
d015219f23681e41543e3db6504a4865,1,1,boleto,259.85
c582a4926632a43d138711ca8b412ef3,5,1,credit_card,59.29
d589d6db452cb42a271ea6ec2cb87afb,1,1,boleto,193.99
f38bc01adf19810a44549b40f3753810,2,1,credit_card,158.74
fd5f72be11f7a4426a3cc9778f643272,1,1,boleto,206.56
a0fe8ec1cf306afe0af415bc40b04f47,2,1,credit_card,139.11
f83c8acd504b93200d7313d293a35f31,10,1,credit_card,107.41
4568bd0a9ecf831c2b27743ccf0f2015,4,1,credit_card,395.5
630fef4cb38a0f9fce00a6b096243942,10,1,credit_card,869.16
0e8787fd23e9d07c93fdfaf5340cbf54,1,1,boleto,681.64
29bd5d4c7f91a9952f98e09ff439cc2f,5,1,credit_card,131.0
15a8716fdb4b61e6918fe976a35f99c0,3,1,credit_card,100.48
03549acb03a1bf237fd17f8a15dd03a4,3,1,credit_card,342.69
b8197dddd8d9e9a9789a8573d6f84d7e,8,1,credit_card,718.99
9c03be1087488bc61d88e75ede43d760,5,1,credit_card,214.13
f3db445c7fdf4eeefb26c9dae47d07ed,6,1,credit_card,148.0
f1fc9629d8aaaf69e6043898747232d1,1,1,boleto,128.72
11837ac14fcdfb163c0b78d91be89498,5,1,credit_card,55.95
a0cecb772bc2078bb7a9c1fea9bf212a,5,1,credit_card,273.67
0b436d3a43f2b46d1a2665a8dc1ee884,3,1,credit_card,85.81
95d739edb2c08312b802525b675b6b5e,10,1,credit_card,263.93
aef214f769de82d355c5d2ab49e15891,2,1,credit_card,47.54
389815397a4bcdf3dcf64b90c25b3140,4,1,credit_card,45.49
4c017db6eb0a09ce66871913204214d2,1,1,credit_card,19.86
f69ae31bce06a78d626762b53067c7e0,3,1,credit_card,173.77
64f5569ef96004a1e1137bdf28fd4c45,3,1,credit_card,69.63
ac2b7c522d811acba0aa270ed3e112e4,10,1,credit_card,315.24
dc91dbf7defabdf37c52672a989bad1b,2,1,credit_card,127.86
85841af0d94e5d0cd3a9c0e42e565b74,1,1,credit_card,38.36
dc18a044b56ed174037ca164cdf2e921,10,1,credit_card,1227.78
719628a909505f12f342015fd53a8d43,4,1,credit_card,40.86
a241bea87dcdd0160ca94ebdba5bdbb9,5,1,credit_card,297.35
376b8a43272c297aa75bfa10f60235cb,1,1,credit_card,263.93
5b33ac05eec42635fce79590953bac78,4,1,credit_card,172.0
ca3b8093576a51bea61c9782c7771f62,6,1,credit_card,60.95
c94206a6d6698d5852b7e9e14bdc2e79,1,1,credit_card,37.36
f1a0e55a47be518c4c52510abb60bf22,1,1,boleto,46.92
cf47ad2fb60cae3f74b943646f685c94,5,1,credit_card,661.75
4742c1300cbe3a9f0e3a9270af07a11f,2,1,credit_card,127.18
97ee29042da073428098b9d569659352,3,1,credit_card,48.6
97ee29042da073428098b9d569659352,1,2,voucher,111.44
9aa3197e4887919fde0307fc23601d7a,3,1,credit_card,34.62
bfd31c6f76ff82a41e7beb05565aec4d,6,1,credit_card,252.19
8fe1ddadb427ac4a6c61808bcdda883e,1,1,boleto,93.19
39ffbfb6ec0947fd9825777cabd10c0b,3,1,credit_card,30.06
49549ed2d115e970bfb52d517fe0e91f,8,1,credit_card,186.49
98889198028c9110a7e574e3969b96cd,5,1,credit_card,101.27
98889198028c9110a7e574e3969b96cd,5,1,credit_card,101.27
4a1e1c50a0cbfcab27c770fa8e92545e,2,1,credit_card,176.15
e0cd706918d732aeccf96868396dd8de,3,1,credit_card,77.23
5204d67853f827d1ee32810bf8f2d6c2,3,1,credit_card,86.59
5204d67853f827d1ee32810bf8f2d6c2,1,2,voucher,74.65
dcc18c1162f298e794595e33e3822f91,3,1,credit_card,134.63
2396846ea78d4d9af2c24da0808dcb17,1,1,credit_card,16.67
2396846ea78d4d9af2c24da0808dcb17,1,2,voucher,50.0
f48c53a401b14c61fab8c8ac66435f7b,4,1,credit_card,46.53
bf30dd6bbfd9e29f24cc0850b3ca762d,1,1,credit_card,26.45
9f40e393aa9198eec21f6c89f378da4c,1,1,boleto,273.47
03ffce741877a000ca0fb3520673d4c4,10,1,credit_card,818.12
a9fc3ae13c740ad46532fd50b61c69d5,3,1,credit_card,34.42
d2d67121a09535b3a7b6a000e58d8625,1,1,credit_card,65.46
59fa27082bb77c5dbd8a6568f3b34380,1,1,credit_card,144.94
05bfcf9e287cad216cadb8a850f8db5c,8,1,credit_card,534.98
bc6e9624c0238056251784cf956cd10d,1,1,credit_card,108.29
fa782135148e65b22650c993a922eb41,5,1,credit_card,142.54
3124a5d54e93ba5ff18e0b1db8737f08,8,1,credit_card,323.93
93dc8b5f8a1fba24a4fd3b385963f6cf,4,1,credit_card,267.49
4b231db223147d3a83e06fb43cb9a28c,2,1,credit_card,59.18
711f5bb68efa9cd5c5e95709a49fc149,1,1,boleto,26.39
4f407722427b3227a5af4d3e48d4d683,2,1,credit_card,188.34
b998a8c901b7031cd2dedea2b3da32a4,1,1,credit_card,37.4
9e80ef24930fbbe5cae8c31391f97230,8,1,credit_card,300.74
3f913d30288c117e41ffe5cc74743dc9,1,1,voucher,50.63
3f913d30288c117e41ffe5cc74743dc9,1,2,voucher,47.92
3b2ca3293a7ce539ea2379d704fa37ce,5,1,credit_card,184.87
a8c3f65a43b2e956cbfca10db4300853,9,1,credit_card,196.27
88130f20a472f28fcca9dd5d50358820,3,1,credit_card,447.49
f205336be829af209878b6339cf02c7e,1,1,credit_card,74.59
ea163de97d65e507dbfda7de696defca,3,1,credit_card,70.7
